x-axis,1,2,F1
second,Volt,Volt,Volt
-20.40000E-06,-2.04120597987E+00,-2.95805278420E+00,+812.59423495E-03
-20.37500E-06,-2.04120597988E+00,-2.95805278420E+00,+812.59423494E-03
-20.35000E-06,-2.04120597987E+00,-2.95805278420E+00,+812.59423495E-03
-20.32500E-06,-1.96080397069E+00,-2.55604273081E+00,+490.93896151E-03
-20.30000E-06,-1.88040196151E+00,-2.55604273081E+00,+570.89501619E-03
-20.27500E-06,-1.96080397069E+00,-2.55604273081E+00,+490.93896151E-03
-20.25000E-06,-1.88040196151E+00,-2.15403267741E+00,+169.28368807E-03
-20.22500E-06,-1.88040196151E+00,-2.15403267741E+00,+169.28368807E-03
-20.20000E-06,-1.88040196151E+00,-2.15403267746E+00,+169.28368812E-03
-20.17500E-06,-1.79999995232E+00,-2.15403267741E+00,+249.23974276E-03
-20.15000E-06,-1.79999995232E+00,-2.15403267741E+00,+249.23974276E-03
-20.12500E-06,-1.79999995232E+00,-2.15403267741E+00,+249.23974276E-03
-20.10000E-06,-1.79999995232E+00,-1.75202262402E+00,-152.37158537E-03
-20.07500E-06,-1.71959794313E+00,-1.75202262402E+00,-72.41553068E-03
-20.05000E-06,-1.71959794313E+00,-1.35001257062E+00,-474.02685881E-03
-20.02500E-06,-1.71959794313E+00,-948.00251727E-03,-875.63818688E-03
-20.00000E-06,-1.63919593394E+00,-1.35001257062E+00,-394.07080412E-03
-19.97500E-06,-1.63919593394E+00,-948.00251722E-03,-795.68213224E-03
-19.95000E-06,-1.63919593393E+00,-948.00251722E-03,-795.68213223E-03
-19.92500E-06,-1.55879392475E+00,-948.00251722E-03,-715.72607756E-03
-19.90000E-06,-1.55879392474E+00,-948.00251717E-03,-715.72607760E-03
-19.87500E-06,-1.55879392475E+00,-545.99246383E-03,-1.11733740568E+00
-19.85000E-06,-1.47839191556E+00,-545.99246383E-03,-1.03738135099E+00
-19.82500E-06,-1.39798990637E+00,-545.99246383E-03,-957.42529631E-03
-19.80000E-06,-1.47839191556E+00,-143.98241043E-03,-1.43899267912E+00
-19.77500E-06,-1.39798990637E+00,-143.98241043E-03,-1.35903662443E+00
-19.75000E-06,-1.39798990637E+00,-143.98241043E-03,-1.35903662443E+00
-19.72500E-06,-1.31758789719E+00,+258.02764297E-03,-1.68069189788E+00
-19.70000E-06,-1.31758789718E+00,-143.98241043E-03,-1.27908056974E+00
-19.67500E-06,-1.31758789717E+00,+258.02764297E-03,-1.68069189786E+00
-19.65000E-06,-1.23718588799E+00,+258.02764302E-03,-1.60073584323E+00
-19.62500E-06,-1.23718588799E+00,+660.03769636E-03,-2.00234717131E+00
-19.60000E-06,-1.31758789717E+00,+660.03769636E-03,-2.08230322598E+00
-19.57500E-06,-1.23718588799E+00,+1.06204774976E+00,-2.40395849943E+00
-19.55000E-06,-1.23718588799E+00,+660.03769641E-03,-2.00234717136E+00
-19.52500E-06,-1.07638186961E+00,+1.06204774976E+00,-2.24404639006E+00
-19.50000E-06,-1.15678387880E+00,+1.46405780315E+00,-2.72561377287E+00
-19.47500E-06,-1.15678387880E+00,+1.06204774976E+00,-2.32400244474E+00
-19.45000E-06,-995.97986042E-03,+1.46405780315E+00,-2.56570166349E+00
-19.42500E-06,-1.07638186960E+00,+1.46405780315E+00,-2.64565771817E+00
-19.40000E-06,-995.97986042E-03,+1.46405780315E+00,-2.56570166349E+00
-19.37500E-06,-995.97986042E-03,+1.86606785655E+00,-2.96731299162E+00
-19.35000E-06,-995.97986042E-03,+1.86606785655E+00,-2.96731299162E+00
-19.32500E-06,-995.97986041E-03,+2.26807790995E+00,-3.36892431973E+00
-19.30000E-06,-915.57785125E-03,+2.26807791000E+00,-3.28896826512E+00
-19.27500E-06,-915.57785124E-03,+2.26807790995E+00,-3.28896826506E+00
-19.25000E-06,-915.57785122E-03,+2.26807790995E+00,-3.28896826505E+00
-19.22500E-06,-835.17584205E-03,+2.67008796329E+00,-3.61062353844E+00
-19.20000E-06,-835.17584205E-03,+2.67008796334E+00,-3.61062353849E+00
-19.17500E-06,-754.77383286E-03,+2.67008796334E+00,-3.53066748381E+00
-19.15000E-06,-754.77383286E-03,+3.07209801674E+00,-3.93227881193E+00
-19.12500E-06,-674.37182367E-03,+3.07209801674E+00,-3.85232275724E+00
-19.10000E-06,-754.77383286E-03,+3.47410807014E+00,-4.33389014006E+00
-19.07500E-06,-674.37182367E-03,+3.07209801674E+00,-3.85232275724E+00
-19.05000E-06,-674.37182367E-03,+3.07209801674E+00,-3.85232275724E+00
-19.02500E-06,-593.96981448E-03,+3.47410807014E+00,-4.17397803068E+00
-19.00000E-06,-513.56780530E-03,+3.47410807014E+00,-4.09402197601E+00
-18.97500E-06,-513.56780529E-03,+3.47410807014E+00,-4.09402197599E+00
-18.95000E-06,-513.56780529E-03,+3.87611812353E+00,-4.49563330412E+00
-18.92500E-06,-513.56780529E-03,+3.87611812353E+00,-4.49563330412E+00
-18.90000E-06,-513.56780529E-03,+3.87611812359E+00,-4.49563330418E+00
-18.87500E-06,-433.16579610E-03,+4.27812817687E+00,-4.81728857750E+00
-18.85000E-06,-433.16579610E-03,+4.27812817693E+00,-4.81728857756E+00
-18.82500E-06,-433.16579610E-03,+4.27812817693E+00,-4.81728857756E+00
-18.80000E-06,-352.76378691E-03,+4.27812817693E+00,-4.73733252287E+00
-18.77500E-06,-352.76378691E-03,+4.27812817693E+00,-4.73733252287E+00
-18.75000E-06,-352.76378691E-03,+5.08214828372E+00,-5.54055517912E+00
-18.72500E-06,-272.36177772E-03,+4.68013823032E+00,-5.05898779631E+00
-18.70000E-06,-272.36177772E-03,+4.68013823032E+00,-5.05898779631E+00
-18.67500E-06,-191.95976853E-03,+5.08214828366E+00,-5.38064306968E+00
-18.65000E-06,-191.95976853E-03,+5.48415833712E+00,-5.78225439787E+00
-18.62500E-06,-111.55775934E-03,+5.08214828372E+00,-5.30068701506E+00
-18.60000E-06,-111.55775934E-03,+5.08214828372E+00,-5.30068701506E+00
-18.57500E-06,-31.15575016E-03,+5.48415833712E+00,-5.62234228849E+00
-18.55000E-06,-31.15575016E-03,+5.48415833712E+00,-5.62234228849E+00
-18.52500E-06,+49.24625903E-03,+5.88616839051E+00,-5.94399756193E+00
-18.50000E-06,-31.15575016E-03,+5.48415833718E+00,-5.62234228856E+00
-18.47500E-06,-31.15575016E-03,+5.88616839051E+00,-6.02395361662E+00
-18.45000E-06,+129.64826822E-03,+6.28817844384E+00,-6.26565283530E+00
-18.42500E-06,+49.24625905E-03,+6.28817844391E+00,-6.34560889004E+00
-18.40000E-06,+129.64826822E-03,+5.88616839051E+00,-5.86404150724E+00
-18.37500E-06,+129.64826822E-03,+6.28817844391E+00,-6.26565283537E+00
-18.35000E-06,+210.05027741E-03,+6.69018849730E+00,-6.58730810881E+00
-18.32500E-06,+210.05027741E-03,+6.69018849730E+00,-6.58730810881E+00
-18.30000E-06,+210.05027741E-03,+7.09219855070E+00,-6.98891943693E+00
-18.27500E-06,+210.05027741E-03,+6.69018849730E+00,-6.58730810881E+00
-18.25000E-06,+210.05027741E-03,+6.69018849737E+00,-6.58730810887E+00
-18.22500E-06,+290.45228660E-03,+6.69018849730E+00,-6.50735205412E+00
-18.20000E-06,+290.45228660E-03,+7.09219855070E+00,-6.90896338224E+00
-18.17500E-06,+370.85429579E-03,+7.09219855070E+00,-6.82900732756E+00
-18.15000E-06,+370.85429579E-03,+7.09219855070E+00,-6.82900732756E+00
-18.12500E-06,+451.25630498E-03,+7.49420860410E+00,-7.15066260099E+00
-18.10000E-06,+451.25630498E-03,+7.49420860410E+00,-7.15066260099E+00
-18.07500E-06,+451.25630499E-03,+7.89621865743E+00,-7.55227392904E+00
-18.05000E-06,+451.25630498E-03,+7.89621865749E+00,-7.55227392912E+00
-18.02500E-06,+531.65831417E-03,+7.89621865749E+00,-7.47231787443E+00
-18.00000E-06,+531.65831417E-03,+7.89621865749E+00,-7.47231787443E+00
-17.97500E-06,+612.06032336E-03,+7.89621865749E+00,-7.39236181974E+00
-17.95000E-06,+612.06032336E-03,+8.29822871089E+00,-7.79397314787E+00
-17.92500E-06,+612.06032336E-03,+8.29822871089E+00,-7.79397314787E+00
-17.90000E-06,+692.46233255E-03,+7.89621865749E+00,-7.31240576506E+00
-17.87500E-06,+692.46233255E-03,+8.29822871089E+00,-7.71401709318E+00
-17.85000E-06,+692.46233255E-03,+8.70023876429E+00,-8.11562842131E+00
-17.82500E-06,+772.86434174E-03,+8.70023876429E+00,-8.03567236662E+00
-17.80000E-06,+853.26635092E-03,+8.29822871089E+00,-7.55410498381E+00
-17.77500E-06,+772.86434174E-03,+8.70023876429E+00,-8.03567236662E+00
-17.75000E-06,+853.26635092E-03,+9.10224881768E+00,-8.35732764006E+00
-17.72500E-06,+853.26635092E-03,+9.10224881768E+00,-8.35732764006E+00
-17.70000E-06,+853.26635092E-03,+8.70023876436E+00,-7.95571631200E+00
-17.67500E-06,+933.66836011E-03,+9.50425887108E+00,-8.67898291349E+00
-17.65000E-06,+933.66836011E-03,+9.50425887108E+00,-8.67898291349E+00
-17.62500E-06,+933.66836011E-03,+9.50425887108E+00,-8.67898291349E+00
-17.60000E-06,+1.01407036930E+00,+9.10224881768E+00,-8.19741553068E+00
-17.57500E-06,+1.01407036930E+00,+9.50425887108E+00,-8.59902685881E+00
-17.55000E-06,+1.01407036930E+00,+9.50425887108E+00,-8.59902685881E+00
-17.52500E-06,+1.09447237849E+00,+9.90626892447E+00,-8.92068213224E+00
-17.50000E-06,+1.09447237849E+00,+9.90626892447E+00,-8.92068213224E+00
-17.47500E-06,+1.17487438768E+00,+9.90626892447E+00,-8.84072607756E+00
-17.45000E-06,+1.09447237849E+00,+10.30827897787E+00,-9.32229346037E+00
-17.42500E-06,+1.17487438768E+00,+9.90626892447E+00,-8.84072607756E+00
-17.40000E-06,+1.25527639687E+00,+9.90626892447E+00,-8.76077002287E+00
-17.37500E-06,+1.25527639687E+00,+10.30827897787E+00,-9.16238135099E+00
-17.35000E-06,+1.25527639687E+00,+10.30827897787E+00,-9.16238135099E+00
-17.32500E-06,+1.25527639687E+00,+10.71028903127E+00,-9.56399267912E+00
-17.30000E-06,+1.33567840604E+00,+10.30827897787E+00,-9.08242529632E+00
-17.27500E-06,+1.41608041525E+00,+10.71028903127E+00,-9.40408056974E+00
-17.25000E-06,+1.33567840606E+00,+10.71028903127E+00,-9.48403662443E+00
-17.22500E-06,+1.41608041525E+00,+10.71028903127E+00,-9.40408056974E+00
-17.20000E-06,+1.41608041525E+00,+10.71028903127E+00,-9.40408056974E+00
-17.17500E-06,+1.41608041525E+00,+10.71028903127E+00,-9.40408056974E+00
-17.15000E-06,+1.41608041526E+00,+10.71028903127E+00,-9.40408056973E+00
-17.12500E-06,+1.49648242444E+00,+11.11229908466E+00,-9.72573584318E+00
-17.10000E-06,+1.57688443363E+00,+11.51430913806E+00,-10.04739111662E+00
-17.07500E-06,+1.57688443363E+00,+11.11229908466E+00,-9.64577978849E+00
-17.05000E-06,+1.57688443363E+00,+11.11229908466E+00,-9.64577978849E+00
-17.02500E-06,+1.57688443363E+00,+11.11229908466E+00,-9.64577978849E+00
-17.00000E-06,+1.65728644282E+00,+11.51430913806E+00,-9.96743506193E+00
-16.97500E-06,+1.65728644282E+00,+11.11229908466E+00,-9.56582373381E+00
-16.95000E-06,+1.65728644282E+00,+11.91631919146E+00,-10.36904639006E+00
-16.92500E-06,+1.73768845201E+00,+11.91631919146E+00,-10.28909033537E+00
-16.90000E-06,+1.73768845201E+00,+11.91631919146E+00,-10.28909033537E+00
-16.87500E-06,+1.73768845201E+00,+11.91631919146E+00,-10.28909033537E+00
-16.85000E-06,+1.73768845201E+00,+11.91631919146E+00,-10.28909033537E+00
-16.82500E-06,+1.81809046118E+00,+11.91631919146E+00,-10.20913428070E+00
-16.80000E-06,+1.81809046119E+00,+11.91631919146E+00,-10.20913428068E+00
-16.77500E-06,+1.81809046119E+00,+11.91631919146E+00,-10.20913428068E+00
-16.75000E-06,+1.89849247038E+00,+11.91631919146E+00,-10.12917822599E+00
-16.72500E-06,+1.89849247038E+00,+12.31832924485E+00,-10.53078955412E+00
-16.70000E-06,+1.97889447957E+00,+12.31832924485E+00,-10.45083349943E+00
-16.67500E-06,+1.97889447957E+00,+12.31832924477E+00,-10.45083349935E+00
