x-axis,1,2
second,Volt,Volt
-200.0000E-09,-3.7057914116595E+00,-3.5973308317043E+00
-199.3750E-09,-3.6454899047676E+00,-3.5973308317043E+00
-198.7500E-09,-3.6093090006325E+00,-3.5973308317043E+00
-198.1250E-09,-3.6093090006325E+00,-3.5973308317043E+00
-197.5000E-09,-3.6093090006325E+00,-3.5973308317043E+00
-196.8750E-09,-3.6093090006325E+00,-3.5973308317043E+00
-196.2500E-09,-3.6093090006325E+00,-3.5973308317043E+00
-195.6250E-09,-3.6093090006325E+00,-3.5973308317043E+00
-195.0000E-09,-3.6093090006325E+00,-3.5973308317043E+00
-194.3750E-09,-3.6756406582135E+00,-3.5973308317043E+00
-193.7500E-09,-3.7057914116595E+00,-3.5973308317043E+00
-193.1250E-09,-3.6093090006325E+00,-3.5973308317043E+00
-192.5000E-09,-3.6635803568352E+00,-3.6777328408934E+00
-191.8750E-09,-3.7057914116594E+00,-3.6777328408934E+00
-191.2500E-09,-3.7057914116595E+00,-3.6777328408934E+00
-190.6250E-09,-3.7057914116595E+00,-3.6777328408934E+00
-190.0000E-09,-3.7057914116595E+00,-3.6777328408934E+00
-189.3750E-09,-3.6454899047676E+00,-3.6777328408934E+00
-188.7500E-09,-3.6093090006325E+00,-3.6777328408934E+00
-188.1250E-09,-3.6093090006325E+00,-3.6777328408934E+00
-187.5000E-09,-3.6093090006325E+00,-3.6777328408934E+00
-186.8750E-09,-3.6093090006325E+00,-3.6375318362989E+00
-186.2500E-09,-3.6093090006325E+00,-3.5973308317043E+00
-185.6250E-09,-3.6093090006325E+00,-3.5973308317043E+00
-185.0000E-09,-3.6093090006325E+00,-3.5973308317043E+00
-184.3750E-09,-3.6093090006325E+00,-3.5973308317043E+00
-183.7500E-09,-3.6093090006325E+00,-3.5973308317043E+00
-183.1250E-09,-3.6093090006325E+00,-3.5973308317043E+00
-182.5000E-09,-3.6093090006325E+00,-3.5973308317043E+00
-181.8750E-09,-3.6093090006325E+00,-3.5973308317043E+00
-181.2500E-09,-3.6093090006325E+00,-3.5973308317043E+00
-180.6250E-09,-3.6093090006325E+00,-3.5973308317043E+00
-180.0000E-09,-3.6093090006325E+00,-3.5973308317043E+00
-179.3750E-09,-3.6093090006325E+00,-3.5973308317043E+00
-178.7500E-09,-3.6093090006325E+00,-3.5973308317043E+00
-178.1250E-09,-3.6093090006325E+00,-3.5973308317043E+00
-177.5000E-09,-3.5610677951190E+00,-3.5973308317043E+00
-176.8750E-09,-3.5128265896056E+00,-3.5571298271098E+00
